Date,OPEN,ZEPP,SLDP,COMM,WULF,WBX,WW,BE,RUN,MATV,FOSL,RDDT,ZIMV,SRFM,JOBY,ETHE,VHC,KSS,DQ,STEM,AMPX,SOFI,SNDX,KTOS,U,INBX,UAVS,AMLX,AEHR,SVRA
2024-05-01,2.0,3.4,1.73,0.87,2.12,1.48,,11.31,10.07,17.06,0.8,45.88,15.5,3.017,5.22,18.43,5.25,21.11,18.76,37.0,2.01,6.92,21.97,18.19,24.55,,33.0,1.93,11.73,4.95
2024-05-02,2.03,3.62,1.83,1.05,2.17,1.51,,11.44,10.95,17.39,0.9,47.7,15.83,2.933,5.38,19.26,5.1,22.1,19.14,38.2,2.16,6.99,21.86,18.09,24.16,,33.5,2.0,11.76,4.68
2024-05-03,2.21,3.48,1.82,0.99,2.19,1.54,,11.8,11.9,17.29,1.01,46.64,15.8,2.989,5.38,20.03,5.19,21.68,18.91,27.2,2.19,6.96,22.05,18.54,24.74,,33.5,2.03,11.64,4.705
2024-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,2.35,3.61,1.91,0.93,2.42,1.6,,12.2,11.99,17.45,1.01,48.27,15.82,2.975,5.53,19.84,4.96,21.89,19.02,28.0,2.33,7.16,22.5,19.01,25.49,,35.0,1.99,11.65,4.95
2024-05-07,2.25,3.54,1.79,0.98,2.33,1.64,,11.77,11.78,17.19,0.97,49.4,16.05,2.94,5.37,19.76,4.85,21.56,18.76,25.8,2.07,7.06,23.18,18.76,25.32,,34.0,1.97,11.48,5.26
2024-05-08,2.12,3.36,1.74,1.05,2.33,1.49,,11.8,11.51,17.56,0.97,51.4,15.38,3.059,4.89,19.04,4.8,21.46,18.58,27.2,2.16,7.05,22.38,19.84,24.1,,34.0,1.93,11.25,4.99
2024-05-09,2.3,3.53,1.77,1.11,2.36,1.5,,11.74,12.41,17.52,0.92,50.11,16.97,3.129,5.19,19.19,4.73,21.48,18.99,26.8,2.22,7.06,21.97,19.73,24.16,,34.0,1.89,11.44,5.07
2024-05-10,2.32,3.45,1.72,1.05,2.23,1.42,,11.16,11.26,17.19,0.97,53.53,16.65,2.954,5.06,18.51,4.61,21.45,17.93,24.0,1.97,6.94,21.75,19.85,21.69,,33.5,1.75,11.14,4.655
2024-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,2.48,3.46,1.88,1.03,2.24,1.42,,11.55,11.52,16.15,1.03,58.19,16.82,3.283,5.05,18.96,4.83,23.24,18.82,24.2,1.42,7.11,20.97,19.52,22.69,,35.5,1.82,11.62,4.59
2024-05-14,2.45,3.54,1.99,1.17,2.04,1.47,,12.48,12.27,16.86,1.22,62.34,16.68,3.346,5.39,18.59,4.85,23.96,19.26,27.4,1.3,7.47,21.66,20.06,23.03,,37.0,1.87,11.62,4.81
2024-05-15,2.48,3.44,1.83,1.15,2.12,1.52,,12.86,12.09,16.85,1.13,59.63,16.68,2.891,5.14,19.7,4.51,23.01,19.14,26.6,1.32,7.27,21.94,20.31,22.38,,35.0,1.82,11.35,4.83
2024-05-16,2.435,3.44,1.78,1.18,2.02,1.51,,12.23,12.25,17.01,1.25,56.38,16.98,2.8,5.02,19.4,4.68,22.66,18.94,27.4,1.3,7.12,20.92,20.59,22.09,,34.5,1.83,11.54,4.72
2024-05-17,2.41,3.56,1.75,1.32,1.95,1.49,,12.33,11.89,17.36,1.31,62.04,17.02,2.73,5.04,20.64,4.61,23.08,18.71,25.4,1.37,7.28,20.29,21.03,21.67,,33.5,1.83,11.37,4.48
2024-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-20,2.42,3.74,1.72,1.34,2.13,1.48,,12.92,11.42,17.52,1.45,61.22,17.03,2.737,4.95,25.54,4.77,23.45,18.81,26.0,1.42,7.19,20.25,21.64,21.27,,34.5,1.84,11.61,4.17
2024-05-21,2.25,3.34,1.69,1.26,2.04,1.48,,15.13,11.97,18.06,1.41,59.31,17.28,2.597,4.89,29.15,4.65,23.3,19.11,24.8,1.33,7.08,20.66,21.7,20.56,,34.5,1.8,11.49,4.3
2024-05-22,2.2,3.09,1.72,1.32,2.16,1.52,,17.0,12.92,17.9,1.43,56.69,17.42,2.541,4.87,29.16,4.72,22.95,22.37,27.2,1.46,7.02,20.76,21.41,20.45,,33.5,1.83,12.14,4.33
2024-05-23,2.12,3.12,1.64,1.25,1.99,1.48,,15.73,11.99,17.92,1.27,54.16,16.72,2.569,4.81,30.07,4.6,23.44,20.21,26.2,1.4,6.83,20.11,21.2,19.6,,31.5,1.78,11.42,4.17
2024-05-24,2.13,3.08,1.78,1.16,2.07,1.51,,16.29,13.39,17.84,1.31,54.72,16.79,2.352,4.91,31.11,4.13,23.75,20.39,26.0,1.45,6.92,20.28,21.54,19.4,,31.5,1.73,11.64,4.08
2024-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,2.2,3.07,1.77,1.17,2.07,1.53,,16.53,13.5,17.57,1.38,58.49,16.42,2.415,4.86,31.74,4.18,24.34,19.93,27.2,1.4,6.89,20.08,21.8,19.08,,31.5,1.71,11.56,4.15
2024-05-29,2.06,2.96,1.77,1.25,2.24,1.55,,15.52,13.37,16.81,1.26,57.64,16.27,2.366,4.7,31.09,4.13,24.43,21.28,25.4,1.44,6.85,19.72,21.43,18.75,12.51,32.0,1.67,11.05,4.15
2024-05-30,2.11,2.91,1.81,1.45,2.28,1.53,,16.64,14.5,17.53,1.22,56.3,16.55,2.394,4.81,31.17,4.1,18.85,22.82,27.4,1.56,6.91,19.29,21.62,18.22,15.86,33.0,1.68,11.58,4.11
2024-05-31,2.18,3.04,1.77,1.44,2.18,1.53,,16.32,14.46,17.12,1.2,54.24,16.65,2.408,4.87,31.35,4.12,20.07,22.52,26.6,1.39,6.9,19.27,21.74,18.27,16.25,35.0,1.72,11.51,4.09
2024-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,2.18,3.2,1.73,1.51,2.05,1.56,,15.75,14.53,16.64,1.24,55.8,16.13,2.422,4.87,31.17,4.14,21.38,22.64,26.6,1.38,6.77,19.3,21.77,18.03,18.02,33.0,1.7,11.17,4.05
2024-06-04,2.16,3.01,1.69,1.53,2.51,1.46,,15.02,14.0,16.08,1.2,54.5,15.88,2.352,4.87,31.43,4.05,20.15,21.91,25.0,1.32,6.72,18.82,21.1,17.95,17.21,32.0,1.71,11.36,4.02
2024-06-05,2.22,2.97,1.71,1.72,2.79,1.47,,15.68,14.9,16.29,1.21,60.07,16.11,2.289,5.16,32.04,3.89,20.14,23.35,25.0,1.39,6.91,19.21,21.3,17.63,16.89,32.0,1.76,12.75,4.24
2024-06-06,2.28,3.02,1.68,1.73,3.21,1.42,,15.35,14.44,16.41,1.19,63.46,16.39,2.226,5.15,31.34,3.82,20.14,21.2,24.6,1.35,7.08,19.4,20.8,18.03,16.24,32.0,1.76,13.39,4.02
2024-06-07,2.13,2.78,1.66,1.62,3.09,1.41,,14.84,13.45,16.02,1.22,59.8,16.17,2.1,4.99,30.55,3.82,20.46,20.02,24.2,1.36,6.99,19.5,20.38,17.27,16.65,31.5,1.77,13.02,3.96
2024-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,2.12,2.76,1.7,1.51,3.09,1.38,,15.13,14.15,15.68,1.4,59.63,16.19,1.995,5.09,30.38,3.65,20.61,20.15,25.6,1.32,7.03,19.72,20.46,17.97,16.59,31.5,1.76,13.29,4.17
2024-06-11,2.13,2.77,1.73,1.5,3.48,1.37,,14.75,14.55,15.95,1.43,61.55,16.6,1.946,5.09,28.74,3.62,20.42,20.63,24.8,1.32,7.0,19.32,20.24,17.57,16.84,32.0,1.74,13.39,4.11
2024-06-12,2.23,2.77,1.73,1.47,3.84,1.42,,15.31,14.65,16.99,1.36,65.93,16.6,1.89,5.14,29.14,3.78,20.64,20.4,24.8,1.28,7.07,20.27,20.46,17.91,16.52,33.0,1.71,13.85,4.04
2024-06-13,2.1,2.81,1.69,1.4,4.07,1.4,,15.1,13.87,16.98,1.49,63.96,16.0,1.792,5.0,28.56,3.71,20.53,19.99,23.8,1.25,6.8,20.7,20.09,16.78,16.59,32.0,1.68,13.69,4.06
2024-06-14,2.06,2.76,1.67,1.29,3.92,1.31,,14.33,13.26,15.75,1.45,60.94,15.71,2.016,4.88,27.72,3.73,19.78,18.92,22.2,1.09,6.46,20.11,19.8,16.4,15.7,31.0,1.64,13.21,4.08
2024-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-17,1.99,2.77,1.67,1.18,4.39,1.33,,13.95,12.71,16.13,1.44,60.35,15.52,2.114,4.92,29.39,4.13,19.9,18.87,23.4,1.16,6.46,19.88,19.75,16.46,14.19,26.5,1.65,12.31,3.87
2024-06-18,1.97,2.76,1.59,1.21,4.51,1.31,,13.65,12.64,16.37,1.56,60.21,15.57,2.233,5.0,28.21,4.82,19.6,18.4,22.6,1.09,6.42,19.06,20.2,16.08,14.57,26.0,1.62,12.44,3.83
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20,1.85,2.74,1.5,1.19,4.63,1.31,,14.01,12.54,16.29,1.43,57.42,15.5,2.94,4.8,29.16,5.12,20.41,18.05,22.4,1.23,6.32,19.27,20.16,15.53,14.49,25.5,1.65,10.67,3.72
2024-06-21,1.89,2.64,1.54,1.27,4.16,1.31,,12.82,13.09,16.37,1.48,57.3,15.49,2.975,5.19,29.24,5.5,20.96,17.85,22.6,1.23,6.32,20.05,20.65,15.97,15.14,25.0,1.78,10.8,3.88
2024-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,1.85,2.56,1.64,1.18,4.22,1.34,,13.24,13.58,16.46,1.6,56.48,14.79,2.898,5.11,27.22,5.16,22.46,16.85,24.6,1.25,6.54,19.8,20.48,16.7,15.47,26.0,1.83,10.35,3.66
2024-06-25,1.76,2.4,1.61,1.16,4.8,1.34,,13.32,12.96,16.11,1.57,61.38,18.15,2.625,4.84,28.27,6.26,21.98,15.47,22.6,1.24,6.45,19.54,20.16,16.02,15.09,25.5,1.85,10.48,3.8
2024-06-26,1.84,2.4,1.68,1.12,4.59,1.27,,12.62,12.7,16.19,1.5,63.61,18.2,3.01,5.0,28.23,6.88,21.35,15.31,22.0,1.2,6.46,19.88,19.81,16.46,14.62,25.0,1.83,10.17,3.84
2024-06-27,1.88,2.4,1.68,1.12,4.41,1.37,,13.04,13.27,16.2,1.5,63.58,17.59,2.898,5.1,28.6,6.84,21.28,15.29,23.0,1.22,6.54,20.32,19.97,16.54,14.06,24.5,1.93,11.11,3.81
2024-06-28,1.84,2.4,1.65,1.23,4.45,1.31,,12.24,11.86,16.16,1.44,63.89,18.25,2.688,5.1,27.94,6.8,21.07,14.6,22.2,1.27,6.61,20.53,20.01,16.26,14.17,25.0,1.9,11.17,4.03
2024-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01,1.79,2.4,1.64,1.17,5.21,1.25,,11.37,10.91,15.24,1.42,66.59,18.13,2.779,4.87,28.75,6.22,20.07,14.31,20.8,1.24,6.43,21.53,19.74,15.81,13.74,24.5,1.88,11.1,4.64
2024-07-02,1.76,2.48,1.63,1.14,5.05,1.22,,10.82,10.95,15.25,1.35,73.51,18.14,2.611,4.96,28.29,6.14,19.51,14.66,22.2,1.23,6.45,20.66,20.33,16.01,13.56,23.0,1.74,10.71,4.3
2024-07-03,1.8,2.56,1.72,1.16,5.21,1.3,,11.85,12.16,15.73,1.37,73.62,18.56,2.338,5.15,27.46,5.46,19.67,15.83,22.8,1.25,6.52,20.08,20.48,15.73,13.44,23.0,1.77,11.0,4.33
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,1.76,2.57,1.69,1.07,5.58,1.31,,12.16,12.21,15.26,1.34,72.97,18.35,2.793,5.16,24.77,6.1,20.43,15.64,22.6,1.3,6.47,20.93,20.62,15.71,12.89,22.5,1.72,11.29,4.43
2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,1.81,2.71,1.7,1.19,5.47,1.28,,12.41,12.65,15.49,1.35,72.81,18.23,2.716,5.21,24.84,5.85,20.52,15.61,22.8,1.29,6.35,21.13,20.78,16.15,13.61,22.0,1.65,12.8,4.57
2024-07-09,1.9,2.56,1.71,1.25,5.03,1.32,,12.26,13.21,15.19,1.32,70.59,18.14,2.443,5.11,25.49,5.88,20.52,15.48,22.6,1.25,6.38,22.57,20.43,15.52,13.02,21.0,1.65,12.41,4.84
2024-07-10,1.9,2.48,1.78,1.29,4.88,1.3,,12.8,13.92,14.88,1.24,69.4,18.05,2.443,5.19,25.82,6.14,20.16,15.9,23.0,1.27,6.57,22.69,20.64,15.38,12.97,21.0,2.07,15.39,4.83
2024-07-11,2.06,2.44,1.97,1.42,4.75,1.42,,13.37,16.07,15.37,1.42,70.29,18.71,2.548,6.21,25.9,5.9,20.89,16.42,25.6,1.37,6.77,23.5,21.1,16.52,13.25,22.0,2.28,15.11,5.07
2024-07-12,2.26,2.48,2.15,1.53,5.31,1.51,,13.97,17.2,15.0,1.38,73.85,18.68,2.849,6.61,26.0,5.9,20.86,16.89,28.8,1.38,6.97,23.48,21.01,17.11,13.29,24.0,2.16,15.75,4.89
2024-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-15,2.54,2.48,2.16,1.59,6.0,1.44,,14.54,15.66,15.19,1.3,72.98,19.12,2.674,6.95,28.44,5.99,20.05,15.84,28.6,1.38,7.33,24.38,21.47,16.93,13.86,23.0,2.16,16.43,4.95
2024-07-16,2.92,2.46,2.24,1.52,6.38,1.49,,15.08,17.28,16.06,1.43,70.44,19.13,2.786,7.46,29.01,5.83,20.53,17.2,30.4,1.44,7.75,24.81,22.07,17.65,14.41,24.0,2.36,16.84,4.96
2024-07-17,2.72,2.42,2.2,1.71,5.9,1.49,,15.28,17.16,16.25,1.3,65.21,18.94,2.331,7.06,28.52,5.77,20.82,16.45,28.2,1.33,7.84,23.69,21.72,18.09,13.91,23.5,2.12,20.61,4.78
2024-07-18,2.57,2.4,2.12,1.75,5.35,1.45,,14.65,17.05,16.52,1.23,65.92,21.31,2.079,6.97,25.59,5.64,20.16,16.65,25.8,1.28,7.53,23.22,21.3,16.37,12.98,21.5,2.0,18.83,4.71
2024-07-19,2.45,2.4,2.07,1.68,5.59,1.45,,14.18,16.95,16.32,1.25,64.7,21.82,2.212,6.53,26.44,5.43,19.28,16.08,24.6,1.28,7.47,23.08,20.97,16.21,12.88,21.0,2.02,19.03,4.47
2024-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,2.52,2.33,2.08,1.73,5.72,1.49,,14.25,16.94,16.91,1.3,68.13,21.74,2.191,6.47,26.35,5.17,18.88,17.15,26.4,1.32,7.54,23.39,21.4,16.47,13.49,23.0,1.98,18.6,4.62
2024-07-23,2.58,2.33,2.12,1.8,5.52,1.43,,15.11,17.27,17.1,1.3,67.84,21.95,2.17,6.68,29.35,5.18,18.82,17.57,26.8,1.28,7.43,23.28,22.54,16.92,14.25,22.5,1.96,18.06,4.46
2024-07-24,2.41,2.36,2.03,1.65,5.09,1.37,,14.48,17.19,16.57,1.23,62.95,21.53,2.079,6.18,28.44,5.01,18.2,16.73,25.0,1.2,7.1,23.5,21.8,15.6,13.45,22.0,1.92,17.04,4.51
2024-07-25,2.47,2.32,2.02,1.8,4.53,1.43,,14.48,17.48,17.17,1.19,62.06,21.71,2.128,6.18,26.42,4.94,18.38,17.23,25.8,1.2,7.27,24.63,22.25,16.18,13.43,23.5,1.92,17.66,4.58
2024-07-26,2.52,2.38,1.99,1.92,4.42,1.42,,14.51,17.86,17.84,1.29,62.36,21.67,2.233,6.3,27.7,5.85,18.8,17.61,25.4,1.19,7.41,24.49,22.66,16.61,13.73,22.5,1.97,17.88,4.46
2024-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,2.49,2.4,1.89,2.31,4.14,1.6,,13.79,16.33,17.75,1.29,59.98,21.22,2.212,6.21,28.0,6.0,19.34,17.35,23.8,1.19,7.33,21.99,22.57,16.35,14.3,21.5,1.94,18.54,4.4
2024-07-30,2.34,2.3,1.86,2.54,3.85,1.48,,13.07,16.74,17.72,1.24,58.44,20.98,2.142,6.09,27.7,6.65,19.3,16.85,23.8,1.2,7.42,22.41,22.39,16.17,14.28,20.5,1.91,18.66,4.26
2024-07-31,2.32,2.28,1.88,2.59,4.16,1.63,,13.54,17.53,18.19,1.21,60.85,21.14,2.205,5.98,27.65,6.32,19.86,17.53,24.4,1.2,7.54,22.7,22.54,16.36,14.51,22.0,2.06,18.87,4.6
2024-08-01,2.13,2.35,1.71,2.51,4.11,1.46,,12.5,17.5,17.57,1.23,59.38,20.4,2.205,5.43,26.5,6.43,19.26,16.09,22.0,1.2,7.16,22.0,22.03,15.35,14.57,21.0,2.07,16.55,4.54
2024-08-02,1.86,2.14,1.65,2.29,3.67,1.49,,11.79,16.72,15.9,1.11,57.58,17.3,2.086,5.05,25.47,6.15,18.53,15.26,21.0,1.24,6.65,21.04,20.98,15.32,14.23,21.0,2.02,14.39,4.16
2024-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-05,1.71,2.06,1.58,2.02,3.58,1.47,,10.9,16.53,14.73,1.09,56.81,16.5,2.107,5.08,20.35,5.98,17.96,15.79,19.84,1.14,6.54,19.66,20.25,14.48,12.44,20.0,1.97,15.01,3.96
2024-08-06,1.715,2.08,1.585,2.21,3.62,1.38,,10.65,16.49,13.9,1.14,54.36,17.15,2.037,5.14,21.1,6.35,18.29,16.62,19.94,1.11,6.43,19.9,20.36,14.25,11.87,19.5,1.97,13.98,4.18
2024-08-07,1.6,2.28,1.28,2.13,3.34,1.29,,9.9,18.31,13.7,1.09,50.69,17.04,1.995,4.91,19.9,6.04,18.09,16.97,11.8,1.06,6.32,19.52,20.07,13.93,11.46,18.5,1.88,13.04,4.0
2024-08-08,1.68,2.28,1.37,2.79,3.88,1.38,,10.54,18.83,17.6,1.14,54.94,17.72,2.037,5.2,21.79,6.45,18.61,16.89,10.98,1.21,6.64,19.99,19.75,14.36,11.44,18.5,1.8,13.93,4.05
2024-08-09,1.66,2.56,1.34,2.86,3.79,1.29,,11.49,17.89,17.69,1.11,52.91,18.09,2.177,5.02,21.91,7.75,18.52,16.86,11.54,1.09,6.64,20.04,19.73,15.54,11.04,18.0,1.9,13.29,3.98
2024-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-12,1.6,2.52,1.35,2.92,3.57,1.28,,11.14,17.33,16.84,1.06,52.51,17.5,1.974,5.01,22.51,7.6,17.67,16.06,10.08,1.04,6.48,19.64,19.62,15.21,11.25,19.0,1.98,13.15,4.1
2024-08-13,1.76,2.82,1.44,3.24,3.31,1.43,,11.86,19.27,17.27,1.08,54.52,16.91,2.443,5.07,22.94,7.54,17.9,16.45,10.5,1.06,6.64,19.87,19.84,16.25,11.3,20.0,1.99,13.76,4.14
2024-08-14,1.76,2.96,1.38,3.38,3.35,1.32,,11.41,18.51,16.97,1.07,54.95,16.58,2.534,4.96,22.56,7.22,17.59,15.82,11.64,1.05,6.61,19.58,19.84,15.82,11.29,19.0,2.13,13.56,4.26
2024-08-15,1.8,2.96,1.43,3.63,3.6,1.35,,11.98,19.61,17.29,1.07,55.55,17.42,2.114,5.21,21.58,7.11,18.24,16.5,10.46,1.11,6.91,19.96,20.24,16.32,12.4,19.0,2.16,14.74,4.51
2024-08-16,1.79,2.96,1.42,3.96,4.03,1.48,,11.61,19.4,17.3,1.07,54.92,17.86,2.03,5.15,22.17,7.12,18.75,15.66,11.24,1.13,7.0,19.93,21.16,16.51,12.46,19.5,2.13,14.68,4.35
2024-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,1.96,3.04,1.44,4.0,4.35,1.51,,11.79,20.26,17.5,1.16,54.36,17.98,1.93,5.18,22.07,7.43,18.31,15.81,11.26,1.1,7.46,20.5,21.38,16.72,12.95,20.5,2.2,14.3,4.45
2024-08-20,1.945,2.44,1.45,4.39,4.74,1.54,,11.51,19.09,16.92,1.22,55.02,17.24,1.74,5.05,22.01,6.88,18.09,15.24,11.44,1.07,7.37,20.44,20.79,17.02,12.91,19.5,2.26,14.14,4.5
2024-08-21,2.01,3.0,1.46,4.07,4.8,1.54,,11.58,19.63,17.14,1.28,56.89,17.27,1.45,5.24,22.4,6.81,17.9,15.48,12.62,1.08,7.3,20.32,20.95,17.3,13.05,20.5,2.26,14.47,4.48
2024-08-22,2.02,2.92,1.41,4.04,4.81,1.49,,11.24,19.96,16.95,1.21,56.43,17.04,1.51,4.98,22.05,7.11,17.38,15.07,12.24,1.07,7.19,20.32,21.65,16.87,12.99,21.5,2.22,13.46,4.41
2024-08-23,2.25,2.96,1.54,4.37,4.93,1.55,,11.86,21.5,17.79,1.23,59.21,17.75,1.51,5.11,23.27,7.29,18.1,15.2,14.96,1.14,7.52,20.58,22.77,17.88,13.34,24.0,2.23,14.59,4.37
2024-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,2.5,2.85,1.45,4.39,4.78,1.48,,11.87,21.15,17.84,1.17,58.26,17.99,1.43,5.21,22.66,7.06,18.21,14.69,13.86,1.15,7.67,20.93,22.58,17.72,13.93,21.5,2.21,14.91,4.33
